time (Julian Date),wavelength (nm),irradiance (W/m^2/nm),measurement_stability (W/m^2/nm),measurement_precision (W/m^2/nm),instrument_uncertainty (W/m^2/nm),quality (Bit Flag)
2458192.0,1035.439,0.676495161,7.718971028225496E-5,2.9863103918614797E-5,0.0016166233690455556,0
2458192.0,1039.269,0.670819393,7.61380506446585E-5,2.9415421522571705E-5,0.0016027898527681828,0
2458192.0,1043.093,0.664931379,7.513447053497657E-5,2.8962405849597417E-5,0.001588659011758864,0
2458192.0,1046.978,0.658791533,7.197943341452628E-5,2.8501748602138832E-5,0.0015744128031656146,0
2458192.0,1050.830,0.652679342,0.0,2.815401785483118E-5,0.00156010955106467,0
2458192.0,1054.682,0.646500918,0.0,2.8032696718582883E-5,0.0015454191016033292,0
2458192.0,1058.569,0.640175602,0.0,2.7727206543204375E-5,0.0015301791718229651,0
2458192.0,1062.471,0.633737734,0.0,2.7285486794426106E-5,0.0015146943042054772,0
2458192.0,1066.366,0.627249798,0.0,2.6955423891195096E-5,0.0014993773074820638,0
2458192.0,1070.264,0.620716023,0.0,2.653606679814402E-5,0.001484110951423645,0
2458192.0,1074.208,0.61437161,0.0,2.5931263735401444E-5,0.0014688493683934212,0
2458192.0,1078.117,0.608391388,0.0,2.530747042328585E-5,0.0014543229481205344,0
2458192.0,1082.052,0.602670053,0.0,2.4694496460142545E-5,0.001440526219084859,0
2458192.0,1085.998,0.597238179,0.0,2.4133383703883737E-5,0.0014275516150519252,0
2458192.0,1089.952,0.592221993,0.0,2.3660246370127425E-5,0.0014155047247186303,0
2458192.0,1093.954,0.58753215,0.0,2.32799029618036E-5,0.0014043634291738272,0
2458192.0,1097.915,0.583364693,0.0,2.2952177459956147E-5,0.001394403981976211,0
2458192.0,1101.901,0.579591155,0.0,2.2639538656221703E-5,0.0013851940166205168,0
2458192.0,1105.893,0.575899994,0.0,2.232955739600584E-5,0.0013763346942141652,0
2458192.0,1109.881,0.572165346,0.0,2.2075810193200596E-5,0.0013674094807356596,0
2458192.0,1113.887,0.568234211,0.0,2.1856172679690644E-5,0.001358176115900278,0
2458192.0,1117.919,0.56417901,0.0,2.1620639017783105E-5,0.0013485790695995092,0
2458192.0,1121.942,0.560106718,0.0,2.147935447283089E-5,0.0013388397637754679,0
2458192.0,1125.949,0.556113104,0.0,2.1469997591339052E-5,0.0013290380593389273,0
2458192.0,1129.999,0.551825256,0.0,2.1300043954397552E-5,0.0013188947923481464,0
2458192.0,1134.038,0.54737102,0.0,2.1060752260382287E-5,0.0013084791135042906,0
2458192.0,1138.101,0.542996041,0.0,2.093261900881771E-5,0.0012977849692106247,0
2458192.0,1142.155,0.538762162,0.0,2.07954399229493E-5,0.0012876461260020733,0
2458192.0,1146.211,0.534647677,0.0,2.0627541744033806E-5,0.0012780869146808982,0
2458192.0,1150.269,0.530608778,0.0,2.045017208729405E-5,0.0012684548273682594,0
2458192.0,1154.352,0.526549965,0.0,2.020752253883984E-5,0.0012585583608597517,0
2458192.0,1158.430,0.522360217,0.0,1.9799930669250898E-5,0.0012484996113926172,0
2458192.0,1162.519,0.518175482,0.0,1.9391825844650157E-5,0.001238562515936792,0
2458192.0,1166.587,0.514128241,0.0,1.901605173770804E-5,0.0012288071447983384,0
2458192.0,1170.682,0.510025153,0.0,1.869093466666527E-5,0.0012188826221972704,0
2458192.0,1174.820,0.505781449,0.0,1.835613693401683E-5,0.0012086958158761263,0
2458192.0,1178.902,0.501527758,0.0,1.8016718968283385E-5,0.0011985935270786285,0
2458192.0,1183.006,0.497324265,0.0,1.7773147192201577E-5,0.0011887798318639398,0
2458192.0,1187.112,0.493317303,0.0,1.7529075194033794E-5,0.0011793924495577812,0
2458192.0,1191.243,0.489543576,0.0,1.701403016340919E-5,0.0011702856281772256,0
2458192.0,1195.333,0.485927892,0.0,1.6552245142520405E-5,0.001161515130661428,0
2458192.0,1199.486,0.4822705,0.0,1.621682349650655E-5,0.0011528716422617435,0
2458192.0,1203.614,0.478852753,0.0,1.6062935173977166E-5,0.001144723384641111,0
2458192.0,1207.742,0.475687109,0.0,1.5985684512997977E-5,0.0011370682623237371,0
2458192.0,1211.869,0.472684431,0.0,1.5935713236103766E-5,0.0011298108147457242,0
2458192.0,1216.010,0.469726025,0.0,1.5848305338295177E-5,0.0011226520873606205,0
2458192.0,1220.141,0.466765053,0.0,1.5740473827463575E-5,0.0011155338725075126,0
2458192.0,1224.282,0.463719078,0.0,1.5717219866928644E-5,0.0011084481375291944,0
2458192.0,1228.430,0.460632994,0.0,1.5731844541733153E-5,0.0011012032628059387,0
2458192.0,1232.580,0.457590102,0.0,1.5751513274153695E-5,0.0010936871403828263,0
2458192.0,1236.721,0.454419492,0.0,1.55925918079447E-5,0.001086016884073615,0
2458192.0,1240.852,0.451129801,0.0,1.546257954032626E-5,0.0010782278841361403,0
2458192.0,1245.023,0.447754186,0.0,1.5992844055290334E-5,0.0010702487779781222,0
2458192.0,1249.163,0.444324718,0.0,1.6260060874628834E-5,0.0010620388202369213,0
2458192.0,1253.330,0.440610923,0.0,1.6068013792391866E-5,0.001053406624123454,0
2458192.0,1257.478,0.436849817,0.0,1.58858165377751E-5,0.0010444840881973505,0
